  Dados detalhados das AIH - por local internação - Pernambuco
Valor aprovado por Procedimento e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Procedimento";"1995/Ago";"1999/Ago";"2000/Jan";"2000/Set";"2001/Jan";"2002/Mar";"2003/Jan";"2005/Mai";"2006/Set";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"0413010015 ATENDIMENTO DE URGENCIA EM MEDIO E GRANDE QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;361,11;-;361,11;-;-;361,11;-;-;-;-;361,11;1083,33;361,11;1142,16;-;1679,76;1259,82;1259,82;1259,82;1259,82;2519,64;2099,70;839,88;419,94;2519,64;1679,76;839,88;3359,52;3359,52;839,88;2099,70;2519,64;5039,28;3359,52;1259,82;2519,64;1679,76;1679,76;5459,22;2519,64;4199,40;1119,84;2939,58;-;-;839,88;419,94;-;279,96;-;-;2099,70;-;-;-;-;-;-;-;-;-;-;-;2519,64;419,94;-;-;-;-;-;-;-;-;-;412,92;-;9898,64;19570,15;33037,50;56441,46;57194,90;66313,87;75064,56;51942,46;55256,69;63494,68;66444,58;49633,02;58913,72;49382,21;62135,32;51125,73;49420,27;66799,07;64348,23;50631,31;41612,97;57759,69;50243,98;39761,41;46731,15;35639,53;41971,70;44330,12;46586,57;53508,68;55059,74;58636,49;40807,83;41611,77;35565,16;31850,41;40768,43;43095,76;39150,62;27722,98;32147,52;50169,15;41628,53;48256,87;22971,40;38510,40;34550,63;32037,80;37875,85;19086,77;29190,53;32479,60;30834,79;39437,72;38963,22;38081,28;29625,93;33290,34;37746,04;25968,33;33125,00;28757,92;30229,31;22085,88;34594,78;39126,98;47839,66;60564,31;59164,73;61963,60;60153,18;61209,19;69523,44;59815,57;41669,68;26606,62;29091,48;47131,57;53255,37;46697,82;54369,63;59850,02;49270,32;48412,54;46850,42;50398,98;32534,30;3949222,58
"0413010066 TRATAMENTO DE GRANDE QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3912,20;75312,84;180907,41;341301,81;328920,84;422767,21;388045,03;281887,36;242591,23;328642,21;369019,28;391946,40;463233,73;468421,79;441562,83;363900,97;441139,08;392766,77;354814,47;377487,17;481891,90;432023,56;282000,61;400188,90;382059,30;341103,32;300516,09;423311,05;345542,23;468142,86;504461,39;586501,07;421298,89;500023,37;546838,35;565076,71;786434,85;636560,95;595278,42;813496,97;749970,61;645333,40;677266,74;522646,53;421386,53;534107,21;713673,89;831854,79;690952,82;554387,20;367770,16;744947,11;768091,25;904654,29;700047,05;795398,31;804573,55;772750,50;882296,61;709091,20;599982,02;749893,05;581975,27;763650,49;549397,55;680861,78;602012,38;565352,69;600178,18;893246,57;1158748,97;1350436,03;1995883,42;1815659,75;1483567,89;1585826,54;1262981,42;1458572,59;1022455,62;165695,79;311952,20;519364,82;579239,63;489391,56;414834,49;444935,84;391811,90;291153,52;210622,56;307406,20;237096,73;358719,03;428964,10;439551,87;196560,97;256969,02;195947,34;218093,29;283692,87;210270,17;276748,66;173770,57;343934,65;388472,65;408026,32;309110,35;297193,21;169117,04;252392,83;169576,48;162437,51;157542,37;231437,69;202733,25;202849,34;143323,11;159076,09;298697,84;267712,04;266546,54;353163,40;326498,18;308158,80;351914,94;247574,63;170531,69;194216,71;198934,02;244753,59;271103,24;211467,52;214289,42;235155,98;251468,66;208294,76;267151,63;178709,79;193342,65;193677,26;239255,77;210483,69;262582,79;166183,36;147216,95;212881,23;201297,95;178546,88;360305,62;275879,42;215652,17;101774,80;203548,86;170703,89;255378,81;257173,71;263296,78;306980,82;190915,47;185452,20;102371,72;174019,61;64438,01;71182933,20
"0413010074 TRATAMENTO DE INTERCORRENCIA EM PACIENTE MEDIO E GRANDE QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;412,50;1537,50;1912,50;-;262,50;2331,00;3372,00;3445,50;4002,00;5524,50;4741,50;4524,00;4190,50;3567,00;3828,00;5437,50;4785,00;3175,50;4698,00;4219,50;3480,00;3436,50;4393,50;3784,50;4959,00;5263,50;6133,50;5249,00;5263,50;5800,00;6974,50;8178,00;6655,50;6728,00;8134,50;7482,00;6307,50;6786,00;6481,50;4770,50;3306,00;-;-;-;-;-;-;-;-;-;-;-;-;-;43,50;-;-;-;-;-;-;-;-;-;826,50;7047,00;18922,50;47806,50;43906,00;31842,00;35931,00;27927,00;30102,00;20053,50;6394,50;23272,50;32320,50;35626,50;31972,50;38932,50;33060,00;28275,00;28101,00;20880,00;31929,00;27840,00;35104,50;44892,00;43761,00;20358,00;30972,00;23533,50;31624,50;31363,50;26578,50;30363,00;24012,00;31972,50;27231,00;36322,50;24273,00;26100,00;23403,00;22185,00;26535,00;22881,00;23751,00;23881,50;19662,00;16138,50;12223,50;13311,00;28449,00;25882,50;26578,50;37845,00;29014,50;28057,50;33669,00;20575,50;15747,00;16878,00;17443,50;21576,00;25534,50;28405,50;27274,50;26926,50;27492,00;25360,50;31972,50;20749,50;24012,00;23881,50;31363,50;25839,00;27666,00;19575,00;23011,50;26187,00;27883,50;23490,00;38932,50;33277,50;28188,00;13528,50;20271,00;22098,00;27361,50;27709,50;29101,50;21489,00;14094,00;8656,50;13354,50;11353,50;5959,50;2564693,50
"0413010082 TRATAMENTO DE MEDIO QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12789,90;24798,21;20965,27;15063,69;11226,72;14566,29;34082,30;23950,92;9450,33;12660,31;14791,31;26359,16;42818,02;57283,37;44510,81;11788,42;16948,04;8699,32;8934,54;29662,33;25740,05;16398,95;30507,12;20054,55;7432,95;19348,90;13280,82;17728,97;16375,72;15559,95;19909,61;45141,22;17860,99;20713,77;54949,45;22327,48;20135,82;35943,25;12586,77;12494,08;5825,80;13197,79;54986,32;34879,81;43090,48;34110,45;3019,81;15361,15;68371,62;101036,81;45849,89;5946,36;8898,44;11094,37;30210,58;39119,36;20013,91;7322,84;5026,38;10156,91;20592,04;49057,47;21529,53;3661,42;3616,30;17503,37;18272,69;21297,34;7320,15;5059,62;11757,36;8742,76;11672,67;24888,51;23424,48;16756,47;17547,65;11712,24;8030,95;17251,48;33959,60;22365,24;17255,01;20161,76;20774,89;31677,23;35936,67;29252,05;26399,83;39143,28;28085,19;42900,74;35506,90;32327,14;35340,28;38545,33;51169,18;41451,63;45989,79;42817,67;45328,06;21864,33;21855,99;29650,87;13584,11;25954,32;41861,65;49017,08;41711,88;32922,67;43737,65;46200,92;48531,67;36517,52;25900,48;51811,38;49675,55;31037,52;25910,90;43993,75;34579,66;40373,79;34134,00;24171,80;32834,17;43210,39;48769,75;51076,20;51241,03;42325,11;47075,47;35856,86;35671,97;36339,26;42251,08;38524,26;43946,86;25381,25;47404,73;39134,84;32250,81;37265,10;41789,32;41721,12;58233,28;30777,48;32684,03;30229,29;23886,35;22614,12;25598,48;28674,11;23980,80;32870,00;31971,88;28842,01;27644,41;18664,99;20239,21;29356,20;22425,73;4597202,17
"0413010090 TRATAMENTO DE PEQUENO QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;209,93;1784,38;2938,99;2414,17;2309,20;4198,56;3862,97;3673,72;4933,29;3778,69;1826,95;5668,04;2897,31;2520,31;6273,51;3381,94;3019,61;3985,87;2415,68;1690,97;3865,08;3042,81;4835,21;4952,12;4348,21;7126,23;4831,34;3623,51;6522,30;4589,77;4952,12;4979,21;5435,26;4359,82;7258,62;6769,68;5078,71;6539,74;10211,05;5561,85;5193,69;7624,84;4106,64;7132,03;5561,30;3744,29;9421,11;4227,42;5301,18;3381,95;2890,25;3854,20;10134,94;5665,95;4952,12;7585,07;5902,79;7383,81;5797,61;6475,06;7620,96;3623,50;5072,90;5786,73;10870,50;7598,48;5359,16;4590,98;4304,72;4527,98;5274,00;5958,42;3756,37;693,89;702,96;2451,29;1389,18;2119,75;1757,40;351,48;1741,06;935,46;351,48;672,77;241,57;834,62;834,62;-;241,57;241,57;-;241,57;483,14;-;241,57;-;-;299,62;724,71;-;322,48;241,57;-;-;-;-;-;1004,22;576,02;264,79;-;-;-;-;-;-;-;-;-;241,57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;241,57;-;-;-;322,48;-;-;-;-;241,57;-;-;-;-;-;-;-;214,98;-;-;-;-;-;-;-;-;-;-;384570,21
"0413030016 LIPOASPIRAÇÃO DE GIBA OU REGIÃO SUBMANDIBULAR EM PACIENTES COM LIPODISTROFIA DECORRENTE DO USO DE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3346,48;-;-;-;-;-;-;-;-;-;836,62;788,22;836,62;-;-;836,62;836,62;836,62;-;836,62;-;-;-;836,62;-;836,62;836,62;-;-;-;836,62;-;-;-;-;-;-;836,62;1673,24;-;-;836,62;836,62;-;-;-;836,62;-;-;-;-;-;836,62;-;-;-;-;-;-;-;-;836,62;-;1673,24;836,62;836,62;-;836,62;-;836,62;687,64;-;-;836,62;-;-;786,32;-;-;-;-;-;-;-;-;836,62;-;-;-;-;836,62;836,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29034,02
"0413030024 LIPOASPIRAÇÃO DE PAREDE ABDOMINAL OU DORSO EM PACIENTES COM LIPODISTROFIA DECORRENTE DO USO DE ANTI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;838,47;838,47;1676,94;-;-;-;716,80;-;-;-;-;1676,94;-;838,47;-;-;-;838,47;-;838,47;838,47;-;-;-;838,47;1676,94;-;-;-;838,47;-;-;838,47;-;-;-;-;-;-;-;-;-;838,47;838,47;-;1641,52;-;-;838,47;794,77;-;-;-;1676,94;1597,82;780,33;1586,78;2451,41;785,19;4015,21;2367,70;3981,75;2370,92;3131,39;4767,47;3081,52;792,01;1575,00;2413,57;3228,23;3957,72;3956,81;2401,29;2984,83;2390,01;4496,83;6151,62;4662,82;3173,54;3183,12;3929,63;3193,96;-;1468,84;798,81;-;-;-;-;-;792,01;-;-;-;803,05;-;-;107193,68
"0413030032 LIPOENXERTIA DE GLÚTEO EM PACIENTE COM LIPODISTROFIA GLÚTEA DECORRENTE DO USO DE ANTI-RETROVIRAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1353,98;-;-;-;-;676,99;-;-;676,99;-;676,99;676,99;1353,98;676,99;-;-;676,99;1353,98;-;-;-;-;-;676,99;676,99;676,99;-;676,99;-;-;-;-;-;676,99;-;676,99;-;676,99;676,99;-;-;-;-;-;-;-;-;-;676,99;676,99;-;676,99;-;-;-;606,07;-;667,81;1913,14;-;-;-;-;-;1163,05;676,99;-;606,07;588,23;559,16;-;1192,89;1212,14;513,60;606,07;588,16;-;676,99;-;-;-;-;605,65;-;606,07;579,88;-;586,82;588,23;-;597,07;-;-;605,65;-;-;-;-;-;-;-;-;-;-;1156,65;-;-;32467,16
"0413030059 PREENCHIMENTO FACIAL COM TECIDO GORDUROSO EM PACIENTE COM LIPOATROFIA DE FACE DECORRENTE DO USO DE A";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1208,60;-;-;483,44;1450,32;2900,64;1208,60;966,88;725,16;-;-;241,72;966,88;-;1450,32;241,72;-;-;241,72;-;-;-;-;-;-;-;-;-;241,72;-;1208,60;-;241,72;483,44;-;241,72;-;483,44;1450,32;483,44;725,16;966,88;-;-;241,72;-;483,44;-;241,72;241,72;725,16;-;483,44;241,72;-;-;-;-;483,44;241,72;-;-;-;483,44;207,33;1208,60;742,18;449,96;472,97;-;-;-;-;-;-;238,17;-;-;-;-;483,44;244,01;244,01;703,92;-;-;-;241,72;488,02;233,08;244,01;454,01;210,95;-;-;219,84;727,45;-;-;-;-;-;-;-;-;3625,80;-;-;-;33919,43
"0413030067 RECONSTRUÇÃO GLÚTEA E/OU PERIANAL EM PACIENTE COM LIPODISTROFIA GLÚTEA DECORRENTE DO USO DE ANTI-";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2353,98;-;1176,99;2354,40;3530,97;2353,98;2353,98;1176,99;1176,99;-;1176,99;-;1176,99;-;-;-;-;-;-;-;-;-;-;1176,99;-;1176,99;2353,98;1176,99;-;-;-;-;-;-;1176,99;-;-;1176,99;2353,98;-;-;-;-;-;1176,99;-;-;1176,99;-;-;-;1176,99;-;1176,99;-;-;-;-;-;-;1176,99;1176,99;2317,65;-;-;1176,99;1176,99;-;2353,98;1141,99;-;2353,98;1127,48;-;1176,99;2353,98;1176,99;-;1176,99;-;1141,99;-;-;-;-;-;-;1176,99;-;-;-;-;-;-;56340,10
"0413030075 REDUÇÃO MAMARIA EM PACIENTE COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;818,47;818,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1636,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3273,88
"0413030083 TRATAMENTO DE GINECOMASTIA OU PSEUDOGINECOMASTIA EM PACIENTE COM LIPODISTROFIA DECORRENTE DO USO DE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;568,89;-;-;-;-;-;-;-;-;-;-;-;-;-;568,89;568,89;-;-;-;-;-;-;-;568,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;568,89;-;568,89;-;568,89;-;-;-;-;-;-;-;-;568,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;468,59;-;-;-;5019,71
"0413040020 CORREÇÃO DE RETRAÇÃO CICATRICIAL VÁRIOS ESTÁGIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;931,70;-;-;-;-;-;931,70;-;-;-;503,12;2515,60;-;1006,24;503,12;503,12;503,12;-;503,12;920,86;503,12;503,12;-;-;1006,24;1886,06;1006,24;503,12;-;-;-;-;503,12;503,12;1006,24;-;-;3018,72;1006,24;503,12;1006,24;-;-;-;3018,72;3536,40;3367,02;3036,60;2012,48;1509,36;1563,54;2615,43;2012,48;1005,59;2031,64;410,26;537,15;1059,30;1531,42;1010,11;1091,38;2610,73;987,55;1006,24;2001,84;1490,68;4868,38;1429,95;1509,36;2003,14;1509,36;1995,10;1006,24;2012,48;1432,53;1889,78;1761,22;1509,36;503,12;2506,26;-;503,12;2515,60;517,81;503,12;1744,48;503,12;2493,12;1005,59;1005,59;2012,48;3018,07;2417,20;2012,48;3493,49;3375,57;1967,78;3031,44;2569,78;1006,24;503,12;996,90;1531,42;521,82;4693,58;4903,16;1985,63;1006,24;1509,36;3368,49;2939,75;1996,54;1006,24;1342,17;9539,10;2685,78;1978,04;2522,67;5859,04;3534,56;5800,08;1430,64;2929,77;5532,37;6763,96;5470,83;2776,75;2413,89;2437,99;4358,52;2981,71;5512,42;3702,14;2430,03;2249,36;3358,09;3743,21;5532,47;3864,55;3882,85;4594,50;503,12;1006,24;4630,95;-;-;-;503,12;423,71;1508,71;1946,20;1004,94;945,14;1842,88;1350,79;946,15;275656,37
"0413040038 DERMOLIPECTOMIA (1 OU 2 MEMBROS INFERIORES)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450,85;-;-;-;-;-;450,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;486,92;-;486,92;-;427,91;-;-;-;-;-;-;486,92;-;411,82;-;-;-;-;-;-;-;411,82;-;-;823,64;-;2059,10;1235,46;1729,63;1811,98;1647,28;1235,46;411,82;902,75;1460,76;486,92;2882,74;2059,10;823,64;2882,74;415,83;1385,66;-;422,84;1235,46;824,93;898,74;792,55;396,11;2166,62;2076,47;486,92;2545,70;801,12;792,22;396,44;-;1589,25;-;1370,28;2482,89;1676,24;2778,57;2385,62;2469,12;4157,94;1286,78;1240,85;883,36;1723,97;2309,82;-;840,92;1279,80;1585,76;1853,40;1279,47;803,59;2471,95;3365,45;1279,80;1279,80;396,44;1789,58;1204,69;864,93;2245,03;792,55;796,37;1862,80;3771,67;2554,49;1375,80;1336,47;2080,27;440,86;931,40;1298,67;1193,96;849,55;1589,25;802,36;883,36;799,86;1773,70;3078,44;474,83;1192,81;2227,08;1727,56;478,51;492,52;973,84;942,56;2301,00;396,44;-;-;1928,07;1346,16;2878,88;841,44;1565,94;-;-;-;-;-;480,12;-;-;-;421,85;-;-;139481,38
"0413040046 DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488,66;2565,44;3706,81;1670,44;6102,63;3525,50;4045,57;6423,74;5212,24;5692,01;8100,77;5326,19;4387,88;3139,04;3113,07;6841,53;5639,11;10037,30;3808,59;6328,55;3143,47;4427,26;4980,68;4415,06;3786,45;1864,81;3168,54;9403,17;11205,03;6888,49;8198,48;2504,86;10610,71;6247,31;2526,70;6349,35;5656,24;3126,70;6230,21;8848,90;6464,26;8134,24;7021,05;6289,24;14304,08;8627,03;8739,48;11695,75;4997,92;12732,79;7585,24;13187,15;14558,14;12610,99;14533,41;10015,01;10141,43;8268,04;12883,10;7437,57;9933,50;11189,06;10588,48;5592,57;17426,28;11894,22;13076,67;6917,34;15657,10;14387,61;11851,48;7540,03;7415,64;6302,96;16366,85;11911,93;11934,42;9552,31;9438,39;11398,97;11887,52;13140,65;11348,20;12442,26;9510,64;13808,62;10532,80;17773,65;13722,13;16344,19;18286,84;9457,34;13965,31;16338,03;11241,51;12319,43;6901,73;7552,58;9456,64;22038,39;14487,22;19307,43;13189,53;13676,05;13133,52;12102,47;8974,61;8760,81;5706,48;12464,08;8772,60;15644,12;15002,07;13710,84;8161,27;18907,97;22477,21;11835,90;11245,03;14314,73;11263,32;9488,15;11828,74;13641,50;18199,38;16959,92;16836,13;12451,71;18746,05;17264,32;11234,08;12155,65;8630,38;9302,11;10394,57;13426,94;11640,13;15605,31;10951,92;14058,58;25316,64;16147,35;7883,57;12189,66;12586,80;21536,76;11646,38;8815,21;-;-;-;2528,49;3032,55;12306,73;13013,59;7366,42;7115,99;9467,09;7033,28;4029,05;1596376,07
"0413040054 DERMOLIPECTOMIA ABDOMINAL POS-CIRURGIA BARIATRICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2395,41;1596,94;798,47;4790,82;4798,56;3193,88;3193,88;4643,06;3107,93;3120,28;5571,58;1665,18;3360,12;2587,05;2527,53;1689,79;1694,94;1694,94;1647,91;815,32;1644,41;832,59;862,35;2532,05;-;3360,12;5015,37;4926,46;6676,20;4281,99;-;2511,18;1689,79;2359,13;-;862,35;2510,26;5830,63;815,32;5037,79;1665,18;1601,80;2510,26;862,35;3419,64;5021,44;2527,53;2494,75;5034,30;2477,48;1677,67;862,35;1706,66;3419,64;786,48;-;6665,41;3325,59;1580,12;4990,76;3313,09;4174,12;1648,83;5808,76;1672,46;7527,43;5868,15;-;5929,90;1724,70;3402,37;1724,70;-;-;815,32;3293,56;1724,70;2518,35;1724,70;3414,49;6787,10;6006,69;7761,13;5897,93;4311,75;3389,88;815,32;4904,89;5968,24;8449,80;4911,35;1665,18;5902,50;10318,44;3239,32;8215,34;2587,05;6658,16;5097,31;2540,02;1724,70;5952,39;5976,93;5174,10;5144,34;5174,10;5174,10;2587,05;3222,18;5820,74;5083,69;6898,80;862,35;4276,82;2587,05;2587,05;3449,40;4311,75;5820,49;1724,70;5873,47;8524,46;5091,22;4311,75;5853,20;3449,40;4247,74;3385,39;5955,62;5926,33;5700,40;1661,61;3290,67;4282,00;4132,01;2540,02;3325,59;3372,62;7591,76;862,35;4187,94;3402,35;4290,00;4109,65;2540,02;4175,68;2587,05;827,44;-;-;-;-;-;-;805,78;-;862,35;-;862,35;-;522564,97
"0413040062 DERMOLIPECTOMIA BRAQUIAL POS-CIRURGIA BARIÁTRICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2395,32;-;798,44;-;-;-;1664,63;-;-;-;-;-;862,32;862,32;862,32;2586,96;3460,89;862,32;862,32;862,32;-;1724,64;862,32;862,32;2586,96;862,32;-;862,32;-;862,32;862,32;862,32;-;-;-;-;2586,96;1724,64;862,32;862,32;862,32;862,32;862,32;-;-;-;-;2586,96;862,32;1724,64;-;862,32;862,32;862,32;-;862,32;862,32;-;862,32;1724,64;2586,96;862,32;2522,91;-;862,32;862,32;-;862,32;-;862,32;-;126,08;2586,96;-;1724,64;-;2586,96;-;2586,96;-;-;1724,64;862,32;862,32;862,32;-;1732,38;3457,02;862,32;-;1724,63;862,32;799,23;-;862,32;-;862,32;862,33;1724,64;736,79;862,32;862,32;862,32;2586,96;1724,64;862,32;1724,64;2518,27;-;3449,30;-;862,32;2586,96;1670,25;862,32;1724,64;862,32;862,32;862,32;3401,32;1724,64;798,32;862,32;862,34;1642,36;2586,96;-;1724,64;-;-;-;1661,56;4243,93;862,32;1724,64;2526,82;4142,94;1724,64;862,32;2500,41;-;-;769,11;-;-;-;-;862,32;-;1694,90;862,32;-;-;-;-;862,32;149604,64
"0413040070 DERMOLIPECTOMIA CRURAL POS-CIRURGIA BARIÁTRICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;798,47;798,47;798,47;1596,94;-;798,47;798,47;862,35;862,35;1724,70;862,35;862,35;-;862,35;862,35;-;862,35;-;862,35;-;862,35;-;2587,05;862,35;1724,70;-;1724,70;1724,70;862,35;1724,70;1677,67;1694,94;862,35;-;1724,70;862,35;2587,05;-;-;862,35;-;-;-;-;-;-;862,35;-;862,35;-;-;862,35;862,35;-;2517,09;-;-;1724,70;-;-;862,35;-;-;-;1724,70;-;-;862,35;-;-;862,35;-;1656,00;-;862,35;862,35;5174,10;-;862,35;1724,70;-;-;862,35;-;815,48;1724,70;2587,05;-;1724,70;-;862,35;862,35;1724,70;862,35;1724,70;862,35;-;-;1724,68;-;2587,05;1724,70;-;862,35;1724,70;-;862,35;862,35;862,35;-;862,35;2518,35;862,35;1724,69;-;-;862,35;862,35;2587,05;862,35;-;-;1724,68;862,35;862,35;-;793,65;-;1724,70;862,35;1724,70;1600,22;2504,75;4004,91;2390,52;4205,59;862,35;-;885,57;-;862,35;-;-;-;-;-;-;3449,40;-;862,35;-;-;-;-;-;126850,13
